time,C_20191017_001_p1a,C_20191017_001_p1b,C_20191017_002_p1a,C_20191017_002_p1b,C_20191017_004_p1a,C_20191017_004_p1b,C_20191017_004_p2a,C_20191017_004_p2b,C_20191017_004_p3a,C_20191017_004_p3b,C_20191017_004_p4a,C_20191017_004_p4b,C_20191017_005_p1a,C_20191017_005_p1b,C_20191017_005_p2a,C_20191017_005_p2b,C_20191017_005_p3a,C_20191017_005_p3b,C_20191017_005_p4a,C_20191017_005_p4b,C_20191017_005_p5a,C_20191017_005_p5b,C_20191018_002_p1a,C_20191018_002_p1b,C_20191018_002_p2a,C_20191018_002_p2b,C_20191018_003_p1a,C_20191018_003_p1b,C_20191018_003_p2a,C_20191018_003_p2b,C_20191018_006_p1a,C_20191018_006_p1b,C_20191018_009_p1a,C_20191018_009_p1b,C_20191018_009_p2a,C_20191018_009_p2b,C_20191018_011_p1a,C_20191018_011_p1b,C_20191018_013_p1a,C_20191018_013_p1b,C_20191018_015_p1a,C_20191018_015_p1b,C_20191031_004_p1a,C_20191031_004_p1b,C_20191031_004_p2a,C_20191031_004_p2b,C_20191031_008_p1a,C_20191031_008_p1b,C_20191031_009_p1a,C_20191031_009_p1b,C_20191031_011_p1a,C_20191031_011_p1b,C_20191031_012_p1a,C_20191031_012_p1b,C_20191031_012_p2a,C_20191031_012_p2b,C_20191031_013_p1a,C_20191031_013_p1b,C_20191031_013_p2a,C_20191031_013_p2b,C_20191031_013_p3a,C_20191031_013_p3b,C_20191031_017_p1a,C_20191031_017_p1b,C_20191031_017_p2a,C_20191031_017_p2b,C_20191031_017_p3a,C_20191031_017_p3b,S_20191010_002_P1a,S_20191010_002_P1b,S_20191010_002_P3a,S_20191010_002_P3b,S_20191010_005_p2a,S_20191010_005_p2b,S_20191010_005_p3a,S_20191010_005_p3b,S_20191010_005_p4a,S_20191010_005_p4b,S_20191010_006_p1a,S_20191010_006_p1b,S_20191010_006_p2a,S_20191010_006_p2b,S_20191010_006_p3a,S_20191010_006_p3b,S_20191010_009_p1a,S_20191010_009_p1b,S_20191010_009_p2a,S_20191010_009_p2b,S_20191010_012_p1a,S_20191010_012_p1b,S_20191010_012_p2a,S_20191010_012_p2b,S_20191010_013_p1a,S_20191010_013_p1b,S_20191010_013_p2a,S_20191010_013_p2b,S_20191010_013_p3a,S_20191010_013_p3b,S_20191010_013_p4a,S_20191010_013_p4b,S_20191010_013_p6a,S_20191010_013_p6b,S_20191011_003_p2a,S_20191011_003_p2b,S_20191011_004_p1a,S_20191011_004_p1b,S_20191011_004_p2a,S_20191011_004_p2b,S_20191011_004_p3a,S_20191011_004_p3b,S_20191011_004_p5a,S_20191011_004_p5b,S_20191011_004_p6a,S_20191011_004_p6b,S_20191011_006_p1a,S_20191011_006_p1b,S_20191011_006_p2a,S_20191011_006_p2b,S_20191011_006_p3a,S_20191011_006_p3b,S_20191011_006_p4a,S_20191011_006_p4b,S_20191011_006_p5a,S_20191011_006_p5b,S_20191107_002_p1a,S_20191107_002_p1b,S_20191107_002_p2a,S_20191107_002_p2b,S_20191107_002_p3a,S_20191107_002_p3b,S_20191107_003_p1a,S_20191107_003_p1b,S_20191107_003_p2a,S_20191107_003_p2b,S_20191107_003_p3a,S_20191107_003_p3b,S_20191107_003_p4a,S_20191107_003_p4b,S_20191107_005_p1a,S_20191107_005_p1b,S_20191107_005_p2a,S_20191107_005_p2b,S_20191107_007_p1a,S_20191107_007_p1b,S_20191107_007_p2a,S_20191107_007_p2b,S_20191107_007_p3a,S_20191107_007_p3b,S_20191107_008_p1a,S_20191107_008_p1b,S_20191107_009_p1a,S_20191107_009_p1b,S_20191107_009_p2a,S_20191107_009_p2b,S_20191107_009_p3a,S_20191107_009_p3b,S_20191107_009_p4a,S_20191107_009_p4b,S_20191107_010_p1a,S_20191107_010_p1b,S_20191107_010_p2a,S_20191107_010_p2b,S_20191107_010_p3a,S_20191107_010_p3b,S_20191107_011_p1a,S_20191107_011_p1b,S_20191107_011_p2a,S_20191107_011_p2b,S_20191107_012_p1a,S_20191107_012_p1b,S_20191107_012_p2a,S_20191107_012_p2b,S_20191107_012_p3a,S_20191107_012_p3b,S_20191107_014_p1a,S_20191107_014_p1b,S_20191107_014_p2a,S_20191107_014_p2b,S_20191107_015_p1a,S_20191107_015_p1b,S_20191107_015_p2a,S_20191107_015_p2b
93,,,,,9.128577107,9.860868623,7.37377956,8.16045397,6.213104297,7.063792891,6.659952327,7.394355482,4.425470935,5.212280595,6.492725314,5.407264928,5.906234164,6.842277179,3.970387639,5.100736515,4.347104439,5.156571438,9.957569633,10.60786109,7.803487041,8.703787337,4.834778175,5.85987278,5.272521313,6.080787531,8.554302076,7.597120046,7.521869183,8.453386777,6.088614374,7.316206736,,,10.00968116,8.94534432,6.658897882,5.564641408,6.7378409,6.016683887,7.04291708,5.899959407,7.019752204,5.795503171,7.545944209,6.820752598,6.72871964,5.835731488,7.202374678,6.211540389,7.926040941,7.193160988,7.553953402,6.649479153,8.954477372,8.168858733,8.945203072,8.237570334,6.366228475,5.108468655,8.029746509,6.944663563,7.500282461,6.766071608,,,7.666038351,8.351855482,7.714956513,6.627581233,9.931361286,8.910351789,8.239348154,7.051816858,6.627431478,8.095919281,6.677769463,7.969121031,7.386003114,8.466191411,6.773612109,7.83300517,6.183761396,7.97297617,6.286288094,5.365693991,7.408538655,6.463667457,,,5.903905487,7.157761102,5.721249951,6.701063348,6.502631006,7.387803056,6.414174382,7.517327783,7.478627682,9.151654987,5.127808499,6.069555008,3.935082845,5.153587973,7.945513514,6.99667421,5.937794287,7.275280063,7.832158387,6.508717232,7.180010655,8.700351085,,,6.382975873,7.986653868,6.480455617,7.718618659,7.150292022,8.604604581,4.791259229,5.670635238,6.336499428,7.157333721,7.06772,8.505838524,5.815928645,7.450637892,7.147532441,8.452099443,5.967538353,4.918099226,6.448416395,8.196360473,8.003829396,6.858923676,7.50345767,8.790365465,8.002641626,9.073365693,8.232188652,6.7258143,7.911430275,9.765539514,10.21109049,7.919242704,7.997281538,9.226166485,7.988390639,6.668189035,6.639480853,4.771196915,8.956025123,7.336677859,5.857456871,7.17498669,6.206738999,8.079266118,6.478304485,8.157030648,7.406061369,8.813514906,7.196936154,8.535585803,5.961363938,7.315553636,5.138772811,6.674078963,8.473446524,7.616726987,5.066306742,6.366630663,6.70054953,7.447448221,8.645367141,7.477615997,8.111553304,6.326861623
96,,,,,9.127697026,9.938688948,7.389267893,8.147175277,6.33284849,7.207763176,6.850400353,7.518980317,4.38382413,5.208449481,6.555840907,5.502338139,5.787595701,6.819667807,3.865475003,4.95631365,4.479690279,5.301568259,9.978333027,10.6694184,7.564410949,8.550195904,4.990336662,6.089092215,5.399717122,6.282382112,8.542735452,7.633256841,7.453714041,8.408447181,6.013852176,7.194538206,,,10.09310185,9.012223089,6.519017257,5.373488346,6.879565684,6.023663752,6.887171045,5.710017951,7.159183194,5.84870943,7.589199497,6.860116617,6.648589174,5.743226967,7.218710757,6.17070385,7.746349463,6.989756577,7.613069355,6.770508474,8.922850778,8.19249913,8.878032665,8.124180266,6.566772114,5.243373056,7.893524561,6.906233271,7.414115794,6.627043458,,,7.540861821,8.206169996,7.688914098,6.589442617,9.937492692,8.906251737,8.214290231,6.998071163,6.66934667,8.098266049,6.748114551,8.011029397,7.381433533,8.543751518,6.786321095,7.802798601,6.232380765,8.059686967,6.241290652,5.302504408,7.502892309,6.437598698,,,5.905244533,7.229685055,5.69121516,6.727394221,6.445368027,7.340343997,6.349835352,7.380008198,7.643640232,9.078631229,5.300624963,6.265134157,3.940734069,5.195779537,8.07484198,7.06060741,5.881882777,7.132014091,7.814945297,6.53478523,7.205041915,8.729074235,,,6.355573066,7.98103784,6.445977738,7.714331727,7.40548945,8.839658647,4.962221781,5.885448156,6.389070433,7.215967364,7.093785802,8.494594575,5.917060081,7.555111978,7.187124112,8.482549204,6.044713806,4.887333117,6.331250903,8.224668808,7.939692689,6.719698282,7.661130791,8.927949037,8.019889837,9.121164948,8.284598844,6.75092327,7.894253163,9.821650065,10.13752065,7.924478847,8.021415399,9.249032868,7.924772867,6.59160595,6.550428459,4.667745066,8.947471263,7.320138318,6.037301715,7.169375217,6.167859029,8.055516433,6.474214779,8.125949791,7.402101661,8.77035062,7.277946139,8.643487838,5.969308586,7.266542644,5.1293986,6.635866484,8.418304402,7.503836485,5.093927758,6.379404518,6.667587045,7.482530722,8.624831361,7.498748229,8.076685025,6.31032622
99,,,,,9.075091239,9.807077903,7.301753214,8.072046828,6.396096466,7.347556397,6.984792194,7.623706841,4.331801011,5.257588135,6.54971404,5.525307684,5.732056612,6.778330473,3.766268445,4.882039123,4.579946397,5.460797835,10.01190456,10.74959916,7.425153803,8.493420041,5.153903084,6.262048387,5.51722548,6.423985134,8.496497278,7.604594006,7.506449294,8.458340736,5.966667747,7.13805982,,,10.00205604,8.921242626,6.354564501,5.178889842,7.018544365,6.017988784,6.75737893,5.53434305,,,7.654345759,6.987273574,6.577457031,5.738809023,7.165722434,6.140802961,7.564689022,6.755438846,7.829886462,6.945261694,8.995249635,8.282601826,8.854649513,8.024658248,6.684033064,5.286189743,7.747973477,6.757375896,7.293884082,6.323550664,,,7.39916948,8.072854514,7.646182054,6.510477709,9.92743557,8.936540998,8.181173143,6.9789573,6.710664423,8.095127485,6.889978302,8.044909571,7.407372679,8.638939113,6.803821059,7.783790979,6.332898941,8.050365582,6.219811975,5.286448524,7.564579565,6.48712602,,,5.938340256,7.230483317,5.591898157,6.708814873,6.457343107,7.336398026,6.376915399,7.313761344,7.495154968,9.049532419,5.219487427,6.30174341,3.99331892,5.290281845,7.99900025,6.921849464,5.912212445,7.07981391,7.813198705,6.553050358,7.193535987,8.667233526,,,6.381233815,8.042922665,6.458725648,7.786133444,7.488205993,8.96324188,5.00212205,6.041920638,6.473446146,7.331462201,7.143064888,8.530689656,5.922067207,7.552105534,7.25730432,8.612238966,6.068775906,4.945935705,6.40767766,8.29308489,7.923539234,6.706953481,7.600516298,8.849828586,7.999348786,9.140294579,8.248341227,6.721455348,7.87625317,9.863634675,10.0914382,7.988802413,8.050621094,9.217735568,7.87345642,6.520263875,6.497119362,4.685459316,8.815568501,7.350551544,,,6.175741008,8.074797583,6.492509607,8.221893517,7.301766156,8.651602915,7.328995838,8.698577183,5.976882549,7.271428264,5.135206812,6.704268491,8.309016308,7.351919817,5.149426861,6.433309646,6.695497368,7.414901887,8.547825513,7.495897878,8.180754244,6.246570979
102,,,,,8.929027103,9.693889673,7.231989491,7.944373166,6.467381619,7.461266447,7.130157502,7.759889497,4.322862015,5.313156689,6.590220406,5.599387913,5.618512437,6.667138892,3.697136459,4.834037029,4.637424501,5.630514009,9.971588088,10.75604881,7.270064718,8.409734479,5.267898348,6.32832782,5.59209737,6.595832169,8.546,7.668593939,7.362929648,8.318911587,5.907949898,7.107134795,,,10.09851514,9.000498875,6.149482336,5.092005695,7.079255611,6.010595728,6.609441202,5.401662152,,,7.637653108,6.97348765,6.625699208,5.82651062,7.174756999,6.157690557,7.418466149,6.568243677,8.068129461,7.196401879,8.945995529,8.313498542,8.986770833,8.163390595,,,7.587963231,6.580685831,7.180150695,6.078083333,,,,,7.605132543,6.463822089,9.914689556,8.930118756,8.136298237,6.98530801,6.728637381,8.071748509,6.914812868,8.081633622,7.361127156,8.665012983,6.770268902,7.74350063,6.450796075,8.067419228,6.233318939,5.335230079,7.688836713,6.636989152,,,5.951049655,7.295942571,5.470570903,6.685913924,6.43538608,7.360284302,6.373760664,7.320724008,7.563881014,9.05632315,5.4064591,6.423145725,4.012130108,5.290420494,7.876707751,6.857454994,5.733113116,6.893898534,7.913670514,6.636887976,7.131597857,8.625495522,,,6.413488676,8.146429463,6.502733118,7.868734333,7.538026267,9.02255097,5.084950836,6.174275666,6.498695331,7.454695836,7.156197664,8.525551771,5.931211849,7.568872307,7.358944286,8.615400629,6.151920025,4.99769727,6.269379953,8.260615292,7.863762585,6.826868242,7.642098992,8.839124957,7.974167605,9.180808897,8.266790671,6.787283404,7.913137494,9.903917053,9.963113168,8.00765234,8.011046623,9.16562802,7.803265022,6.39994539,6.461623635,4.896376722,8.84086161,7.342057273,,,6.094459779,8.064119667,6.484820738,8.292460672,7.273822929,8.699089205,7.420817543,8.837725103,5.850670047,7.169018413,5.104000882,6.686577077,8.27558578,7.262825139,5.17245957,6.435576276,6.714632529,7.46860094,8.457134089,7.390433411,8.110033909,6.248524066
105,,,,,8.860563978,9.677274255,,,6.562680702,7.593858571,7.254192994,7.919472773,4.366525507,5.364270314,6.575462873,5.61383051,5.538671321,6.566247406,3.680600087,4.782991742,4.740177634,5.75872017,9.999860999,10.86203452,7.254258956,8.374184736,5.383454746,6.447961693,5.720132254,6.783030665,8.587355472,7.73227625,7.313489249,8.213509177,5.879066082,7.028844144,,,10.21583188,8.994188012,6.004499646,4.958096812,7.072861726,5.963242071,6.504834202,5.216901858,,,7.580939388,6.902032527,6.648325654,5.908942376,7.197803901,6.264054997,7.320160449,6.454223811,8.261144775,7.386514198,8.99784163,8.28012198,9.192707653,8.380641503,,,7.401270431,6.357973341,7.041797569,5.895514397,,,,,7.631132681,6.492608875,9.798006379,8.87891508,8.138259581,6.995434583,6.624363819,8.039475107,6.896065907,8.039228819,7.381565146,8.691638396,6.821116697,7.906106058,6.568332665,8.031350696,6.267604646,5.449532182,7.734980931,6.766973031,,,6.016074634,7.332886539,5.314930856,6.582754743,6.47254046,7.379559675,6.343508887,7.32709888,7.537717493,8.867558232,5.410495818,6.434818179,4.163076987,5.409031152,7.940330283,6.914003905,5.742993035,6.875285667,8.057301037,6.711956868,7.162690556,8.646226981,,,6.425290733,8.236037882,6.569073983,7.996442459,7.5542817,9.02561383,5.218567715,6.365756043,6.519622688,7.554067778,7.136242709,8.457827262,6.003891072,7.599279242,7.44484795,8.659862008,6.189459589,5.070693148,6.208661853,8.177511602,7.793897164,6.837319065,7.602285577,8.696574613,7.962562402,9.155074931,8.226366513,6.82544211,7.876502396,9.923320059,10.00416813,7.993039034,7.934742844,9.084801484,7.744962879,6.32337576,6.490127888,5.123047921,8.867896368,7.353210795,,,6.063210453,8.024738999,6.570871251,8.436224037,7.227728966,8.681561611,7.468845426,8.861762917,5.854935439,7.180232378,5.18640386,6.81434054,8.219437085,7.228676919,5.212600982,6.319740897,6.769962629,7.508158895,8.412737961,7.315568194,8.077747211,6.278713403
108,,,,,8.748361504,9.526335077,,,6.651889506,7.770255079,7.32822557,8.024210678,4.367146666,5.44640845,6.617737151,5.683245288,5.620506116,6.564828254,3.623470436,4.689863218,4.873815138,5.853963102,10.02896256,11.01793125,7.471943388,8.4251635,5.523453358,6.5409536,5.870475279,6.969382254,8.62260761,7.738059317,6.985079885,7.935523297,5.852900221,7.016893472,,,10.14042095,8.882047793,5.544974391,4.793309504,7.093209781,5.861912316,6.39910775,5.107525135,,,7.658332064,6.978210946,6.664842459,5.961643146,7.2594683,6.233385757,7.19797923,6.300020079,8.422876112,7.618120044,8.984380947,8.077284507,9.384737023,8.541251723,,,7.227110695,6.159533262,6.9171544,5.775497987,,,,,7.629270804,6.454023551,9.781913514,8.880120044,8.080338854,6.990880131,6.535747318,7.957513745,6.843641209,8.016118886,7.388098334,8.652275134,,,6.554069575,7.93379367,6.299715629,5.499532071,7.774996141,6.819318588,,,6.07147198,7.280532123,5.235261694,6.523213395,6.472846746,7.395469492,6.271106202,7.396805392,7.681445958,8.99553945,5.588148888,6.613325109,4.199108715,5.365071109,7.908183736,7.042982323,,,8.104740897,6.714493279,7.235802167,8.673842805,,,6.434871405,8.307176476,6.620971303,8.053666246,7.592077515,8.956196347,5.285169061,6.518150198,6.499009925,7.664794453,7.182077694,8.424651565,6.057484792,7.625602206,7.41590426,8.636484702,6.192984822,5.20698502,6.125454187,8.109377843,7.764779005,6.787342632,7.532732373,8.583906453,7.96297997,9.110340499,8.258100992,6.852454305,7.844221567,9.920835549,9.951995177,7.979816602,7.819834845,9.011714376,7.6994016,6.272661397,6.477427885,5.253707643,8.821065979,7.371313655,,,6.070187559,7.957386631,6.614004838,8.501131513,7.199011321,8.686235779,7.508276034,8.97691261,6.164502007,7.456735546,5.418193518,7.061518604,8.351237333,7.313747056,5.186849236,6.284281423,6.798800188,7.558372444,8.415610376,7.326126193,8.033624649,6.330482604
111,,,,,8.646377334,9.445455045,,,6.76310476,7.906909004,7.382709327,8.135851646,4.413230336,5.547510072,6.605425422,5.802518505,5.66623014,6.558882984,3.631917538,4.662353161,4.956382955,5.965482797,9.938564534,10.98549976,7.60583125,8.484677071,5.634620129,6.655920973,6.018665134,7.131890703,8.525711525,7.578470822,7.187331633,8.050659849,5.873743014,6.947292422,,,9.987597559,8.824557213,5.486593296,4.504740614,7.138686504,5.928772048,6.342163984,5.07770588,,,7.68614806,6.915921992,6.869213929,6.113251999,7.277319081,6.284276012,7.124100224,6.277085311,8.383391319,7.663976318,8.846430354,7.830461353,9.566032615,8.692211514,,,7.066130837,6.009339814,6.781153958,5.626261281,,,,,7.63992212,6.397526163,9.756844008,8.878287279,8.075182537,7.037595967,6.436401634,7.969793598,6.751148051,7.992669454,7.461306923,8.68582581,,,,,6.392207209,5.564469876,8.007814808,6.815478413,,,6.10002959,7.218605405,5.089216934,6.419450522,6.437692133,7.406446516,6.246911637,7.505992872,7.613370476,8.781103575,5.644681213,6.69313387,4.156882726,5.43127775,7.90192698,7.089409566,,,8.201705493,6.836677629,7.270617168,8.683734335,,,6.405753039,8.333393546,6.644497347,8.079065107,7.620055774,8.845546224,5.43236385,6.682371585,6.564215795,7.873082306,7.204816514,8.482982141,6.097742943,7.699121833,7.407000473,8.682660019,6.242403704,5.250167616,6.002581611,7.941226668,7.705387012,6.742794747,7.478369074,8.50101341,8.024872149,9.191471319,8.310414731,6.882525844,7.86751047,9.819892464,9.761531847,7.896743253,7.719696497,9.002154464,7.671079455,6.150330885,6.519671234,5.309930414,8.71400023,7.397628269,,,6.143484353,7.96413473,6.65000188,8.517484723,7.192856734,8.667625396,7.550232645,9.013268275,6.14541333,7.362078307,5.301833079,6.98141712,8.431785635,7.36710832,5.174414943,6.18695935,6.797932774,7.548860378,8.387671429,7.305694491,8.068676533,6.467266811
114,,,,,8.50956597,9.355730062,,,6.871737553,8.082675918,7.446215146,8.241402369,4.400743574,5.517891808,6.55431377,5.735987884,5.832429082,6.64870792,3.859082793,4.69180072,5.017839874,6.064073301,10.03332248,11.0760358,7.800570812,8.54697853,5.712834148,6.737136558,6.162349065,7.187845644,8.793773252,7.751883642,7.172516434,8.035609062,5.810544295,6.914240378,,,10.1040285,8.997058408,5.573992555,4.40295503,7.122877859,5.955597367,6.273011478,5.11277811,,,7.555083653,6.650120751,6.962294162,6.165127898,7.26826857,6.184508469,7.014899073,6.218100192,8.466869847,7.772160575,8.827324906,7.780022686,9.629854101,8.751284477,,,6.958194306,5.799562483,6.637853343,5.460277649,,,,,7.588184829,6.375194193,9.83278277,8.904996631,7.968626795,7.038818438,6.370288063,7.96510251,6.606322199,7.967441559,7.485643994,8.794876065,,,,,6.441618197,5.5657906,7.916241659,6.790014801,,,6.108043877,7.127707205,5.005398086,6.371066002,6.345512588,7.390314269,6.218877873,7.57227687,7.580474194,8.744386085,5.59869592,6.678305923,4.223448946,5.498860973,7.909121949,7.117084375,,,8.136121189,6.810604966,7.261416528,8.650739911,,,6.488037068,8.402578473,6.680816193,8.144524848,7.59681012,8.793888617,5.510908909,6.775504483,6.691697542,7.955269197,7.212882503,8.485463865,6.221349773,7.783800743,7.483418737,8.742020647,6.262615508,5.306225118,5.96481366,7.798129648,7.596720674,6.592548824,7.454705494,8.361954616,8.025360802,9.216416494,8.370479556,6.91997117,7.870465806,9.689960268,9.768204799,7.858657646,7.643979134,9.056460512,7.655639751,6.114845951,6.547897372,5.354676928,8.717583381,7.397400219,,,6.125470513,7.949692132,6.631779927,8.417967688,7.16105893,8.68344776,7.5416593,9.035411723,6.121279932,7.41355839,5.321063897,6.973908302,8.362018476,7.313204496,5.105940266,6.131214888,6.70750341,7.48479452,8.332346188,7.251930295,8.132158447,6.400761205
117,,,,,8.380005847,9.213312379,,,6.836646254,8.212747409,7.625901389,8.431580694,4.305180252,5.37913348,6.670429821,5.877272241,5.963237795,6.72746401,4.003176863,4.759284085,5.153643371,6.195151088,9.970825693,11.13416409,7.902218992,8.642098646,5.794105971,6.84271072,6.279343437,7.275713023,8.897814619,7.771690228,,,5.621823548,6.872368515,,,9.849329368,8.786507213,5.57598646,4.381704691,7.035279383,6.108431632,6.216045769,5.203401291,,,7.46845399,6.515804248,7.086762096,6.234305174,7.219746602,6.305609249,7.016370144,6.237568837,8.646013012,7.927000063,8.643252397,7.544903048,9.99177787,9.119804603,,,6.867270928,5.631798381,6.508880242,5.410316165,,,,,7.601135836,6.415491408,9.866556694,8.864478552,7.94750508,7.0202881,6.345016312,7.963161432,6.583254059,7.971156064,7.575417348,8.877580977,,,,,6.527695152,5.679978609,7.765432956,6.550179311,,,6.073774609,7.012639232,4.907863588,6.342069851,6.305421318,7.383556325,6.211445081,7.633784448,7.547554637,8.744414274,5.57823888,6.689698125,4.325688038,5.647149812,7.821442578,7.061674377,,,8.114140373,6.818602789,7.278948344,8.644904916,,,6.434713125,8.381579147,6.697814868,8.174708129,7.590438459,8.628958802,5.683527426,6.888277143,6.814714961,8.077372407,7.226170839,8.404819391,6.296284619,7.905981659,7.555819611,8.789672576,6.307689989,5.327201611,5.79862751,7.587034533,7.56381577,6.548677195,7.403219435,8.308940967,7.979825061,9.245462725,8.391083899,6.927201527,7.86742461,9.645374539,9.74132994,7.79089552,7.702093547,8.961568724,7.584114451,6.066868467,6.523472848,5.373796609,8.750423304,7.422259629,,,6.167401073,7.916940065,6.584403997,8.280037741,7.102262808,8.636642461,7.581137777,9.120393522,6.136834526,7.383012122,5.366973915,7.023360449,8.408959567,7.338503185,5.09145215,6.073572425,6.601887685,7.402502888,8.229115688,7.204626985,8.122859103,6.446275359
120,,,,,8.298780935,9.114800108,,,7.01943616,8.223666396,7.727978326,8.501359009,4.343710971,5.282843363,6.643810127,5.908873412,5.99888698,6.790850904,4.119684697,4.962868626,5.242201827,6.295887308,10.02128694,11.12819455,8.010294439,8.769017505,5.88244099,6.928066974,6.433034509,7.424301314,8.8689527,7.597715578,,,5.436572909,6.847005331,,,,,5.500628328,4.263700388,6.971242716,6.191123404,6.180404679,5.354996265,,,7.345430757,6.315277349,7.223129654,6.359178642,7.177857201,6.384958888,6.974495322,6.229117514,8.860416074,8.101743639,8.451523472,7.33475596,10.18444942,9.307941824,,,6.741350384,5.369840314,6.446640133,5.303606697,,,,,7.630292589,6.546160096,9.812622483,8.767188945,7.839231404,6.974552172,6.283284651,7.96875009,6.484372753,7.979001003,7.58886566,8.923152918,,,,,6.571985697,5.681886746,7.886329565,6.649915263,,,6.034954847,6.915876806,4.860575789,6.3122896,6.238135138,7.295106579,6.166355974,7.622617005,7.609108029,8.904836663,5.646753846,6.777364163,4.295621259,5.653071466,7.896154127,7.020191593,,,8.078791061,6.756607433,7.314359576,8.633341705,,,6.427541443,8.364844589,6.718526699,8.191588185,7.480650774,8.573602802,5.890240148,6.98647157,6.998576427,8.124864122,7.167551953,8.265877933,6.382498022,7.989167791,7.613281356,8.843870024,6.393377824,5.457336438,5.786062997,7.454259789,7.514547558,6.459965712,7.285605809,8.27487438,7.971846085,9.223884214,8.409679185,6.979075297,7.905236872,9.581433139,9.741754462,7.673968465,7.591388345,8.965005354,7.53824071,6.03366837,6.51757662,5.399413764,8.765302733,7.385972719,,,6.29616685,7.956748205,6.500548285,8.234169296,7.12467887,8.634480008,7.615138213,9.149633982,6.116723306,7.383635554,5.393204057,7.10511717,8.362708234,7.319259252,4.973087572,6.110322168,6.505433498,7.40325604,8.237170449,7.209626967,8.135385055,6.382711963
123,,,,,8.184380245,9.031218412,,,7.16009958,8.268621409,7.702551525,8.531830402,4.374671873,5.209117008,6.703473279,5.977147313,6.182066079,6.807334647,4.193959704,5.02286054,5.296006042,6.358889919,9.984988583,11.07479756,8.0602959,8.811343428,5.956780087,7.009722676,6.593773578,7.579945976,8.660272629,7.314363472,,,5.296065426,6.794205546,,,,,5.481814025,4.248032603,6.93494124,6.19907969,6.171292004,5.456418239,,,7.151993079,6.172989551,7.244794338,6.431746575,6.952233094,6.435832891,7.006659475,6.285200554,8.974825514,8.228749601,8.361689363,7.25288253,10.31087062,9.430455556,,,6.576681914,5.103480087,6.458305738,5.349810931,,,,,7.696013838,6.652122969,9.877006125,8.802048455,7.780058869,6.911604806,6.198802626,7.980875265,6.487380134,8.00416198,7.619276212,9.012520236,,,,,6.692769008,5.747997564,8.06886194,6.754779641,,,5.959657792,6.844636513,4.778974785,6.25209149,6.147507625,7.184330171,6.108970863,7.52379193,7.573023835,8.935463334,5.586138738,6.69749595,4.358016292,5.660331616,7.827480885,6.955667761,,,8.067529052,6.798813794,7.334374752,8.642977554,,,6.351613417,8.226775371,6.696039725,8.224165854,7.396808636,8.480363495,5.979081702,7.085656286,7.08768453,8.25106278,7.244621798,8.390641513,6.380518474,8.064187808,,,6.466928328,5.468482239,5.734462224,7.336027399,7.352149958,6.260087699,7.188156509,8.284145943,7.915030006,8.994537898,8.387399359,6.964102311,7.91287135,9.440305609,9.709188689,7.819565013,7.612447832,8.76369243,7.486537384,5.97686222,6.677174552,5.459088294,8.705375121,7.34917492,,,6.392369592,7.958328593,6.456006351,8.286533714,7.113629313,8.575886018,7.611223555,9.162514175,6.027223656,7.273910778,5.321755537,7.043124449,8.359919258,7.313779392,4.935162105,6.016261298,6.474380048,7.411124948,8.260350658,7.180718906,8.118570625,6.338984461
126,,,,,8.104051888,8.977706277,,,7.120108145,8.107556537,7.75853472,8.487194177,4.431858865,5.225315493,6.791730413,6.026490604,6.219047033,6.977956864,4.274906432,5.215728616,5.402059792,6.42999098,10.06462836,11.11597684,8.183762704,8.879481122,6.075888412,7.112642898,6.647427247,7.614138953,8.641576824,7.267299705,,,5.140302326,6.670319333,,,,,5.44815455,4.196527731,6.975866111,6.314879255,6.228379725,5.53158386,,,7.065555888,5.993994661,7.287726943,6.524214129,7.22269548,6.299286706,7.001181115,6.209460041,9.058539893,8.257596018,8.205596444,7.143904885,10.3740855,9.470566245,,,6.386482678,4.951817949,6.450391694,5.480136221,,,,,7.725772518,6.713913017,9.911095045,8.807881584,7.792599181,6.867530124,6.157040279,7.99170301,6.510506125,8.05706032,7.640660312,9.043301222,,,,,6.776685104,5.839841864,7.997624647,6.80256165,,,5.86154263,6.788358344,4.659011161,6.177369019,6.074342763,7.122065571,6.120998366,7.547113952,7.606512539,8.953270911,5.806796449,6.813099808,4.349674126,5.629823887,7.76778218,6.929701653,,,8.021851407,6.789999779,7.371616512,8.668478125,,,6.418523818,8.059268701,6.733130995,8.230601072,7.2512843,8.36102697,6.102945682,7.13345989,7.149447531,8.242693249,7.214470805,8.32651872,6.463730966,8.160051532,,,6.501513439,5.50299573,5.783171448,7.195673214,,,6.991508278,8.180160451,7.991530141,9.169229684,8.415042008,6.961548176,7.894532918,9.42586065,9.698511484,7.875082793,7.41616626,8.709822616,7.438990926,5.865764571,6.71248784,5.503678225,8.71363357,7.357605181,,,6.460689205,7.996870951,6.428771967,8.355440443,7.096705221,8.557426307,7.587949196,9.14264978,6.172458586,7.401327584,5.437382183,7.130409035,8.432235884,7.302142494,4.896405314,5.997474552,6.385412281,7.423435323,8.160152266,7.06216093,8.095879013,6.292618612
